filename,emotion1_w1,emotion2_w1,emotion3_w1,emotion1_w2,emotion2_w2,emotion3_w2,emotion1_w3,emotion2_w3,emotion3_w3,description_w1,description_w2,description_w3,agreement_w1,agreement_w2,agreement_w3
wheels_song_combination_893.wav,Playful,Soothing,Grounding,Focusing,Anxiety-Reduction,Transitional,Playful,Soothing,Transitional,The song was playful but not overwhelming. It was a calm and quiet Melody.,music calm and relax and background music so stress free,"The song carries a playful energy, with lively rhythms that spark curiosity and lightness. Its gentle tones add a soothing quality, creating a sense of comfort and ease. As it progresses, the music feels transitional, smoothly guiding the listener from one emotional space to another.",2,1,1
wheels_song_combination_909.wav,Playful,Stimulating,Transitional,Soothing,Sensory-Calming,Transitional,Soothing,Playful,Grounding,Putting the high pitched and fast melody with the flowing water is strange.  It cancels out the calming effects of the water.,"The song has a soothing quality, with gentle melodies that create a sense of comfort and ease. Its sensory-calming tones help quiet the mind, allowing the listener to fully relax. As it unfolds, the music feels transitional, smoothly guiding the mood from one emotional space to another.",The sound is playful but also quiet. The sound of the Babbling Brook is calming.,-1,1,2
wheels_song_combination_943.wav,Soothing,Sensory-Calming,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,Focusing,Stimulating,The song had a nice slow tempo welcoming a calm grounding environment. It had a smooth melody providing a warm feeling.,"This song has a soothing and gentle quality that promotes relaxation and ease. Its calming tones create a sensory-calming effect, helping to reduce stress and tension. Overall, the music provides a sense of comfort and supports anxiety reduction.",it helps to calming the atmosphere that can help reduce anxiety and promote relaxation,1,1,1
ants_song_combination_2014.wav,Playful,Stimulating,Sensory-Calming,Sensory-Calming,Playful,Transitional,Stimulating,Transitional,Sensory-Calming,There was a sort of chugging sound underneath that could barely be heard but was a bit anxiety inducing. The song was barely audible. The whooshing sounds helped to cover them up.,When I hear this music it gives me relaxation and happiness to my mind.this music is playful .,Ambient sounds make it sensory calming. Then you had the lively and playful beats that are fast paced and transitional.,-2,1,0
ants_song_combination_2110.wav,Grounding,Stimulating,Transitional,Stimulating,Focusing,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,The sound was a bit eerie. I could hear whooshing sounds and the sound of a train. It did not seem to be an ideal combination.,this helps to reduce our stress and gives very deep rest to our body and mind.,The ambient sounds made it very calming. The slow pace and smooth sounds that were repetitive made it soothing and grounding.,-2,1,1
ants_song_combination_2285.wav,Soothing,Grounding,Anxiety-Reduction,Sensory-Calming,Soothing,Grounding,Stimulating,Focusing,Sensory-Calming,All I could hear was the sound of a babbling brook. It could help to calm and ground kids.,The repetition of the melody makes it very grounding. The low tone along with the ambient sounds make it soothing and sensory calming.,this helps to reduce our stress and give a deep rest and peace to our body and mind. very inspirational theme music,-1,2,1
ants_song_combination_2286.wav,Sensory-Calming,Soothing,Grounding,Soothing,Stimulating,Transitional,Soothing,Sensory-Calming,Grounding,I could not hear a melody as the whooshing sound covered it. The whooshing sound itself could be calming.,music with melody which i hear was very relax and helps to promoting mind have peace,The gentle and low tones that repeat themselves are grounding and soothing. The ambient sounds make it sensory calming.,-1,1,0
row_song_combination_1085.wav,Stimulating,Playful,Sensory-Calming,Grounding,Soothing,Transitional,Playful,Soothing,Sensory-Calming,very calm and inspirational theme music helps to reduce our stress and recreational in our mind,The repetitions and smooth harmonies make it soothing and grounding. The melodies jump around which makes it transitional.,The song was playful and calm. How are they were busier undertones underneath making it more confusing.,1,1,-1
row_song_combination_1086.wav,Sensory-Calming,Focusing,Playful,Playful,Soothing,Grounding,Sensory-Calming,Grounding,Playful,this is very calm and inspirational music. this helps in depression theraphy,The song played a peaceful and gentle melody that was familiar. It could help kids to focus but also to calm them. It could even be the background for a more active activity.,The melody was playful and grounding with its repetition. It's got ambient sounds for calming.,1,2,2
row_song_combination_1087.wav,Stimulating,Sensory-Calming,Focusing,Playful,Grounding,Focusing,Sensory-Calming,Grounding,Soothing,this is motivated and very relaxed theme music helps to reduce our work pressure.,The song had a playful and familiar Melody. It could help to keep kids engaged without getting too excited.,The repetitive and harmonious sounds make it calming and soothing. Rgw water makes it sensory calming.,1,2,1
row_song_combination_1470.wav,Playful,Grounding,Focusing,Playful,Grounding,Transitional,Playful,Sensory-Calming,Grounding,This song was playful and fun. But it was not overwhelming and could be used for several different activities.,"It helped reduce my anxiety, made me feel more calm and centered, and created a peaceful,
 uplifting atmosphere that improved my mood and concentration.",The melody is lively and playful. It repeats itself which is grounding. The ambient background sounds makes it calming.,1,1,1
row_song_combination_1486.wav,Soothing,Grounding,Focusing,Stimulating,Sensory-Calming,Focusing,Sensory-Calming,Grounding,Soothing,The song was familiar and comforting. It could help kids to focus but also to keep the mood tranquil.,this helps to focus on our work even in very high anxiety helps to reuce depression and gives calm in our mind,The water makes it very soothing and adds calmness. The repetitions make this grounding.,1,1,2
row_song_combination_1518.wav,Focusing,Playful,Sensory-Calming,Focusing,Sensory-Calming,Transitional,Sensory-Calming,Grounding,Stimulating,very calm and motivated theme music lead to refresh our mind and give very calm deep sleep.,The song row row your boat played gently and slowly. It could help kids to focus their attention and ground them with the familiar sound.,The high volume makes it something that is stimulating. The repetition makes it grounding in the ambient sounds make it sensory calming.,1,-1,1
row_song_combination_1535.wav,Playful,Focusing,Sensory-Calming,Stimulating,Focusing,Sensory-Calming,Sensory-Calming,Grounding,Soothing,The song was playful and familiar. It would help kids to feel at ease. If they were feeling down it could help to lift them up. It could also be useful in several different kinds of activities without being too distracting.,this helps to recover from the stress as well as give very deep rest to our body an,I feel like the water affects make it something that is very soothing as well as calming. The grounding comes from the repetitiveness of the melody.,2,1,2
row_song_combination_1613.wav,Sensory-Calming,Focusing,Playful,Soothing,Sensory-Calming,Focusing,Transitional,Grounding,Sensory-Calming,this brings very calm and rest our body and mind from the high anxiety as well as very deep depression.,The song of Row Row Row Your Boat was familiar and soothing. There also seemed to be a busier Melody in the background but you could barely hear it.,The Ambien sounds add sensory calmness to this. The repetition makes it grounding and there's also some transitional movements between Melodies and sounds.,1,1,2
row_song_combination_1725.wav,Playful,Sensory-Calming,Grounding,Sensory-Calming,Playful,Soothing,Sensory-Calming,Stimulating,Soothing,Row row row your boat was played at a calm and soothing tempo. It also was light and playful.,"music that brought me relaxation and focus. It helped reduce my anxiety, made me feel more calm and centered, and created a peaceful,
 uplifting atmosphere that improved my mood and concentration.",The lively and playful sounds were stimulating and soothing. The ambient sounds make it calming.,2,1,1
row_song_combination_2046.wav,Grounding,Soothing,Playful,Stimulating,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,The song was a bit too quiet in the background but it was a bit playful. There were overtones of whooshing sounds.,this music helps to reduce our anxiety and depression level gives very calm and deep rest to our body and mind.,The fact that you had such a gentle and repetitive Melody makes it soothing and grounding. The addition of the ambient sounds made it very sensory calming.,-2,1,2
row_song_combination_2047.wav,Soothing,Grounding,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,Soothing,I could only hear the sound of a brook babbling. It would help to keep calm before a quiet activity or naptime.,The water adds that calmness. The soothing and grounding come from the gentle and repetitive sounds.,"The water stands out and gives me a calming ASMR kind of vibe.  The notes are smooth and flow nicely, which is also calming.",-2,2,2
row_song_combination_2062.wav,Focusing,Playful,Soothing,Playful,Grounding,Anxiety-Reduction,Sensory-Calming,Soothing,Grounding,When I hear this music it gives me relaxation and happiness to my mind. It helps to release my stress and feels like a fresh mind. very good song and easy to listen.,"This was a plucky song in the background that was playful but barely audible. There were sounds meant to be calming, that were a bit overwhelming.",The ambient sound makes it calming. You have a gentle melody that repeats itself which makes it soothing and grounding.,1,-1,2
row_song_combination_2095.wav,Sensory-Calming,Soothing,Grounding,Soothing,Sensory-Calming,Grounding,Playful,Focusing,Grounding,The brook sound was calming. The song was a bit indistinguishable but relaxing.,The water adds a calmness to the sounds. The gentle tones and repetition makes it grounding and soothing.,music with melody which i hear was very relax and helps to promoting mind have peace. creating a peaceful and uplifting experience that enhanced my overall well-being and concentration,1,1,2
row_song_combination_2254.wav,Soothing,Sensory-Calming,Grounding,Stimulating,Sensory-Calming,Focusing,Sensory-Calming,Soothing,Grounding,The sound of the track in the background was playful but it was a bit too quiet. There also was a wishing sound that might help to keep things peaceful.,this helps to relax as well as recreation our mind and body to heal our mind stress.,The repetition and the gentle sounds make it very calming as well as add some soothing and grounding effects. The Ambient sounds add the sensory calmness to it.,1,1,2
row_song_combination_2255.wav,Stimulating,Focusing,Transitional,Grounding,Soothing,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,this inspirational theme music stimulate our mind to focus on our work as well as relive from stress.,I could really only hear the sound of water flowing. This could be helpful to keep a calm environment in the classroom.,The water sounds added soothing as well as sensory calming to this. The repetition made it very much grounding.,1,1,2
row_song_combination_2287.wav,Soothing,Sensory-Calming,Grounding,Stimulating,Sensory-Calming,Focusing,Soothing,Sensory-Calming,Grounding,It was just a sound of flowing water. It would be calming and relaxing.,this helps to relive from very deep depression and also give very calm and deep rest to our body and mind.,The soft music and repetition of it make it grounding and soothing. The water sounds make it have this sensory calming effect.,-2,1,2
row_song_combination_893.wav,Grounding,Transitional,Soothing,Focusing,Anxiety-Reduction,Soothing,Stimulating,Playful,Focusing,The repetition and harmony makes it soothing and grounding. There was some transition in melodies and rhythms.,smooth nice background its so stress release so calmful musical instrument,There were two songs that kind of layered on top of each other. One was familiar and the other one was a busy one. I think this would help to stimulate people.,1,1,-1
twinkle_song_combination_1135.wav,Playful,Anxiety-Reduction,Transitional,Soothing,Stimulating,Playful,Sensory-Calming,Soothing,Grounding,It was a familiar tone played at a slow tempo. The chugging sounds were interesting though they did not really fit well with the song. Some kids might find it calming while others might be too intrigued.,"I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks, very good song nice",The soothing and grounding comes from the repetition of the gentle melody. The calming comes from Ambient sounds.,-1,1,0
twinkle_song_combination_1150.wav,Grounding,Sensory-Calming,Anxiety-Reduction,Playful,Soothing,Sensory-Calming,Sensory-Calming,Grounding,Soothing,It sounded a bit eerie. It mostly sounded like a whooshing sound.,"I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks.","Ambient sound makes it sensory calming. Adding a slow, gentle gentle nd repetitive melody makes it soothing and grounding.",-1,1,1
twinkle_song_combination_1469.wav,Playful,Stimulating,Sensory-Calming,Playful,Focusing,Anxiety-Reduction,Playful,Soothing,Sensory-Calming,"The song in the background could barely be heard, and sounded frenzied when you could hear it. The water sounds were a bit overwhelming.","I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks.",You had a playful melody with a gentle sound as which makes it also soothing. Then adding the water sounds makes it calming.,-1,1,1
twinkle_song_combination_1485.wav,Stimulating,Focusing,Anxiety-Reduction,Focusing,Soothing,Playful,Sensory-Calming,Transitional,Soothing,this calm music recover anyone from anxiety disorder and also help them to lead a normal and peaceful life.,The song was a bit quiet but it sounded like a playful melody that would keep things busy. However there was also a calming and familiar sound.,The water sounds adds this soothing and sensory calmness. There is a transitional effect between the melodies during the piece.,1,0,2
twinkle_song_combination_1533.wav,Soothing,Grounding,Anxiety-Reduction,Sensory-Calming,Soothing,Grounding,Stimulating,Focusing,Anxiety-Reduction,All I could hear were the sounds of a babbling brook. This could help to keep a peaceful environment.,The low tones and repetition makes it grounding and soothing. The water sounds make it calming.,this calm music helps to reduce the anxiety and recover from the depression disorder.,-2,2,1
twinkle_song_combination_1630.wav,Soothing,Focusing,Anxiety-Reduction,Playful,Soothing,Grounding,Playful,Stimulating,Sensory-Calming,"I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks.",There were familiar and playful melodies. The whooshing sound would help to keep things grounded.,The lively sounds are playful and stimulating. The ambient sounds are calming.,1,0,1
twinkle_song_combination_1727.wav,Playful,Grounding,Focusing,Stimulating,Grounding,Focusing,Sensory-Calming,Grounding,Soothing,When I hear this music it gives me relaxation and happiness to my mind. It helps to release my stress and feels like a fresh mind.,There was familiar song that was played in a slow tempo. It was also a train track that would stimulate imagination.,The train sound makes this calming. The gentle melody that repeats itself throughout makes soothing and grounding.,1,2,1
twinkle_song_combination_2205.wav,Playful,Grounding,Focusing,Playful,Soothing,Focusing,Sensory-Calming,Grounding,Playful,The song was playful but not overwhelming. It also had a calming water track over it.,music with melody which i hear was very relax and helps to promoting mind have peace. the music very soothing.,The melody was repetitive as well as lovely and playful make it also grounding. The water sounds make it calming.,1,1,2
twinkle_song_combination_2303.wav,Playful,Stimulating,Soothing,Playful,Grounding,Transitional,Grounding,Sensory-Calming,Soothing,"it eased my anxiety, creating a peaceful and uplifting experience that enhanced my overall well-being and concentration.","What was audible was a train sound, which got loud at some points then went back to quiet. I would prefer something more consistent, though this could be used for transitional activities. The song underneath was barely audible.",The ambient sounds make it calming. The gentle rhythm makes it soothing and grounding with repetition.,1,0,-1
twinkle_song_combination_893.wav,Sensory-Calming,Playful,Soothing,Stimulating,Focusing,Playful,Playful,Stimulating,Focusing,The playful tones are both soothing and grounding. The water sounds add a calmness.,"music that brought me relaxation and focus. It helped reduce my anxiety, made me feel more calm and centered, and created a peaceful,
 uplifting atmosphere that improved my mood and concentration.",The song was playful and lively. It also had some calming water elements and a familiar melody to keep everything grounded.,2,2,0
twinkle_song_combination_941.wav,Sensory-Calming,Focusing,Anxiety-Reduction,Sensory-Calming,Playful,Soothing,Sensory-Calming,Grounding,Soothing,"The background had a familiar and soothing melody. However, I felt that the water sound was a bit overwhelming.",When I hear this music it gives me relaxation and happiness to my mind. It helps to release my stress and feels like a fresh mind,The repetition and gentle melody makes this soothing and grounding. The water in the background makes it sensory calming.,-1,1,2
twinkle_song_combination_942.wav,Playful,Soothing,Sensory-Calming,Stimulating,Focusing,Anxiety-Reduction,Grounding,Soothing,Sensory-Calming,The song was playful but not overwhelming. They're also were elements of tranquility with the whooshing sounds.,this helps to reduce our anxiety at uncertain stiuation and helps to handle any difficult stiuation.,. The ambient sound in the background makes its sensory calming. You have some grounding and soothing effects that come into play from the gentle and repetitive sounds.,2,1,1
wheels_song_combination_1037.wav,Playful,Anxiety-Reduction,Transitional,Soothing,Sensory-Calming,Focusing,Grounding,Sensory-Calming,Soothing,it express our mind and body condition brings to rest and relaxation in our mind.,"The song was tranquil and calming. The wheels on the bus played in the background, while the babbling brook played over it.",The water makes it calming. There is a gentle sound that is repetitive and makes it soothing and grounding.,1,2,2
wheels_song_combination_1054.wav,Soothing,Transitional,Sensory-Calming,Sensory-Calming,Soothing,Grounding,Stimulating,Focusing,Playful,It had a whooshing sound that was a bit too loud. The wheels on the bus played slowly in the background. It might be calming but also might be a bit distracting.,The ambient sounds were calming. The low tones were soothing along with being grounding due to repetition.,this calm and deep music help to recover from depression and gives very deep sleep away from stress.,-1,2,1
wheels_song_combination_1055.wav,Playful,Focusing,Sensory-Calming,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Soothing,Grounding,this calm and playful music helps to focus in our work and give rest to our body and mind as well as give very deep rest to our mind.,The familiar sound of The Wheels On The Bus would help to soothe children. It was slower and calmer than the actual song but still comforting. The sounds in the background also aided to help in the calm.,The ambient sounds make it calming. The repetition and gentle sounds make it soothing and grounding.,1,-1,2
wheels_song_combination_1134.wav,Sensory-Calming,Soothing,Grounding,Sensory-Calming,Focusing,Anxiety-Reduction,Grounding,Sensory-Calming,Soothing,The song was quiet and calm. The soothing wave sound would also help to keep kids grounded,"music that brought me relaxation and focus. It helped reduce my anxiety, made me feel more calm and centered, and created a peaceful,
 uplifting atmosphere that improved my mood and concentration",You had ambient sounds which were calming. You had gentle tones and repetition which was grounding and soothing.,0,1,2
wheels_song_combination_1135.wav,Soothing,Anxiety-Reduction,Grounding,Stimulating,Sensory-Calming,Focusing,Grounding,Sensory-Calming,Soothing,"The sound of the wheels on the bus played in a slow manner. Though it was usually an upbeat song, the familiarity could help to ground kids. The train sound in the background also went well together with it, both using calm sounds of transportation related themes.",this is very inspirational theme music helps to relax as well as handle any uncertain stiuation.,The ambient sounds in the background made it sensory calming. The soothing and grounding comes from the gentle melodies and the repetitive melodies.,-1,1,1
wheels_song_combination_1437.wav,Playful,Sensory-Calming,Focusing,Soothing,Grounding,Sensory-Calming,Sensory-Calming,Grounding,Soothing,this is focused in our mind relaxation as well as in stimulate our jolly mood out of pressure.,"There was a slightly mystical sound in the background that was barely audible. It sounded like a familiar song, but the babbling brook sounds overpowered.",The water makes it calming. The repetition and gentle sounds makes it grounding and soothing.,1,-1,2
wheels_song_combination_1485.wav,Stimulating,Grounding,Playful,Soothing,Focusing,Anxiety-Reduction,Transitional,Sensory-Calming,Soothing,The song had a weird synthesizer sound that played the wheels on the bus. Then it had another cute and up Tempo song in the background. There Were soothing water sounds.,"it eased my anxiety, creating a peaceful and uplifting experience that enhanced my overall well-being and concentration.",There was transitioning from melodies and tones. There was also soothing and calming from the sounds of a stream.,-1,1,1
wheels_song_combination_1517.wav,Grounding,Focusing,Anxiety-Reduction,Grounding,Focusing,Anxiety-Reduction,Sensory-Calming,Soothing,Grounding,The wheels on the bus sounded motivating. It had a sort of mystical sound going on as well. The water sounds would help to keep everything grounded.,"I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks.",The water sound makes it sensory calming. The gentle and repetitive melody makes it soothing and grounding.,2,1,1
wheels_song_combination_1535.wav,Sensory-Calming,Grounding,Soothing,Playful,Sensory-Calming,Focusing,Sensory-Calming,Anxiety-Reduction,Grounding,"The slow, gentle and repetitive tones make it soothing and grounding. The ambient sounds make it calming.","The wheels in the bus was played in an odd synthesizer tone. However, I felt that the twinkling sound in the background blended well with it. The song was slow but attention grabbing.","When I hear this music it gives me relaxation and happiness to my mind .it eased my anxiety, creating a peaceful and uplifting experience that enhanced my overall well-being and concentration",1,1,2
wheels_song_combination_1678.wav,Grounding,Stimulating,Sensory-Calming,Sensory-Calming,Stimulating,Focusing,Sensory-Calming,Grounding,Soothing,"it eased my anxiety, creating a peaceful and uplifting experience that enhanced my overall well-being and concentration",The wheels on the bus was played in a calm manner. There also was a more frenzied tempo. This might help to Aid in imagination. The whooshing sound would help to keep things grounded.,The melody is soothing and grounding from the gentle sounds and repetition. Then you have the ambient sound to make it grounding.,1,1,1
wheels_song_combination_1679.wav,Playful,Transitional,Stimulating,Grounding,Sensory-Calming,Soothing,Soothing,Stimulating,Focusing,The song was fun but not overwhelming. It could be good for several different kinds of activities. The train sound was interesting too.,The ambient sounds make it calming. The gentle and repetitive melody is what makes it both soothing and grounding.,I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus creating a peaceful and uplifting experience that enhanced my overall well-being and concentration,2,1,2
wheels_song_combination_2014.wav,Soothing,Sensory-Calming,Grounding,Stimulating,Sensory-Calming,Playful,Sensory-Calming,Soothing,Grounding,It had a little mystical and twinkling sound in the background. There also was a soothing wave sound. It would be good for keeping the mood tranquil.,this is very relaxed theme music help to relive our stress and also helps in pshcho therapy.,The ambient sounds were calming and the soothing came from lobe Melody and tone. The repetition made it grounding.,-2,1,1
wheels_song_combination_2286.wav,Soothing,Sensory-Calming,Anxiety-Reduction,Playful,Focusing,Soothing,Sensory-Calming,Soothing,Grounding,The song was indistinguishable. What could be heard was a whooshing or waves sound. This could be calming and be unintrusive background noise.,"I enjoyed calming music with gentle melodies that fostered relaxation and enhanced my focus, bringing peace to my mind and tasks. i am focusing on the music.",The ambient sounds make it calming. Adding a gentle and repetitive sound makes it soothing and grounding.,-1,1,1
wheels_song_combination_958.wav,Stimulating,Sensory-Calming,Focusing,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Soothing,Grounding,very inspirational and motivated theme music gives refreshness of our mind and body.,The song had the wheels on the bus in a calm version. There also was a more upbeat sort of twinkling sounding in the background. There also was a whooshing sound. None of them were too overwhelming so would help to keep things calm.,The ambient sound made it bolt sensory calming and soothing. The grounding effect came from the repetition of the main sound.,1,2,1
ants_song_combination_1709.wav,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Anxiety-Reduction,Soothing,Grounding,Focusing,Anxiety-Reduction,The sound of the babbling brook was a bit too loud. However all of the sounds were quite calming and relaxing.,The flowing water gives me a relaxing feeling.  The quiet and slow notes are also good for a relaxing atmosphere.,"This song has a calming melody and a slower, steady beat that is grounding. Some layering of different tones and tempos provides gentle stimulation but the overall effect is soft and stable. This song could help with staying centered and focused without stress.",1,2,2
ants_song_combination_1710.wav,Soothing,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Grounding,Playful,Grounding,Focusing,Sensory-Calming,The song was calm and relaxing. The familiar tones would help kids feel at home.,The ambient sounds added a calming and soothing note. The lighthearted and playful sounds of the piano were repetitive and grounding.,"The notes come from a well known song, so they are predictable, which should be comforting for people.  The wind is also good for a calm feeling.",1,1,2
ants_song_combination_1998.wav,Stimulating,Playful,Transitional,Transitional,Stimulating,Grounding,Playful,Stimulating,Transitional,The song was a bit too upbeat like we were on some sort of chase. It kind of conflicted with the whooshing sounds in the background.,There is a grounding element from the repetition. Then you add the melody that is transitioning in a lively and stimulating way.,"The notes are fast and fun, which will keep kids active.  The wind is strong and will also keep people alert.",-1,1,-1
ants_song_combination_2015.wav,Transitional,Playful,Stimulating,Grounding,Focusing,Sensory-Calming,Stimulating,Focusing,Playful,You have a melody and tone that is lively and fast which makes it playful and stimulating. It also has a transitional element to it.,The song had a bit of a droning beat. It was a bit hard to hear but would be okay to listen to passively.,This song features an upbeat and uptempo element with a flow that almost rises and falls in way that is both playful and stimulating. This is combined with a slower and steadier rhythm that keeps the song from being overstimulating. Overall this is a song that would be good for supporting focused engagement and play.,0,-1,-1
ants_song_combination_2045.wav,Grounding,Transitional,Sensory-Calming,Stimulating,Playful,Focusing,Playful,Stimulating,Grounding,"The water makes it calming and grounding. The melody repeats itself as well and transitions throughout the piece, which makes it grounding.",The song was playful and fun. It could help kids to get into whatever activity they are doing.,"This song has an upbeat, cheerful, somewhat whimsical feeling to it that could help to stimulate imagination and play. At the same time, the steady rhythm and beat feels grounding and could help with focus. There is also a softness to it that prevents the song from being too overwhelming.",1,2,1
ants_song_combination_2046.wav,Stimulating,Playful,Grounding,Grounding,Playful,Sensory-Calming,Transitional,Stimulating,Focusing,The song was playful and will get kids thinking. There was also some calming sounds in the background.,"The is a light and fun melody that is playful as well as repetitive, which makes it grounding. The ambient sounds make this sensory calming.",The high pitched and fast notes are good for staying active.  The wind rushing is also distracting and should keep people awake.,2,0,1
ants_song_combination_2094.wav,Soothing,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,Anxiety-Reduction,Sensory-Calming,Focusing,This was a quiet song with some soothing undertones. It would be good in the background.,You get a sensory calming sound from the ambient sounds. You also get some soothing and grounding from the repetitious Melodies,"The wispy wind gives it a good smooth white noise for calming the senses.  The music is monotonous and doesn't overpower the wind, so the calming effect remains.",1,1,2
ants_song_combination_2095.wav,Sensory-Calming,Soothing,Grounding,Focusing,Grounding,Stimulating,Grounding,Playful,Soothing,This song was very quiet. It was calming and soothing.,"The notes are fast, which isn't very relaxing, but it should still work for calming people.  The chugging of the train adds a good constant noise which can be comforting.",The soft meldies have a playful tone to them. Then you add reception to make it soothing and grounding.,1,1,1
ants_song_combination_2190.wav,Stimulating,Playful,Focusing,Transitional,Grounding,Sensory-Calming,Stimulating,Playful,Grounding,The song sounded a bit like a bumbling bee. It might get kids motivated and activated.,The ambient sounds were soothing and calming. The repetitive melody was stimulating and playful as they transitioned from note to note.,"This song features a jazzy, uptempo rhythm that is fun and engaging and provides stimulation without being overwhelming. It is balanced by a steady beat that provides a sense of stability. This would be a helpful song for facilitating play and encouraging emotional expression in a supportive way.",-1,2,-1
ants_song_combination_2191.wav,Stimulating,Playful,Transitional,Stimulating,Playful,Transitional,Transitional,Stimulating,Grounding,The song sounded a bit frenzied. It almost seemed as if we were on a mission.,"The notes are very fast and varied, which will lead to people being more active.  The train adds a feeling of wanting to be awake as well.",The melody and rhythm transitioned through the piece in a stimulating way. It was also repetitive which makes it have a grounding element.,-2,-2,1
ants_song_combination_2205.wav,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Playful,Transitional,Playful,Stimulating,Transitional,The thing that could be heard was the sound of the babbling brook. It was a calming and relaxing song with not much melody.,You have some soothing and sensory calming when it comes to the water sounds. There is a playful and lively melody that has some transition in it.,The music is fast and bright and should make people feel active and awake.  It should be good during playtime or any other activity.,-1,1,-2
ants_song_combination_2206.wav,Soothing,Sensory-Calming,Grounding,Grounding,Sensory-Calming,Transitional,Grounding,Focusing,Stimulating,"There was no audible melody. However, there was a smooth whooshing sound that could bring comfort and calm.",The ambient sounds make this soothing sn sensory calming. The repetitions of the transitional melodies and tones make this grounding.,"The music is fast and steady, which gives people a good background for focusing on activities.  The traffic adds a good constant background for staying calm with an ASMR aspect.",-1,1,1
ants_song_combination_2238.wav,Playful,Stimulating,Grounding,Playful,Grounding,Sensory-Calming,Stimulating,Transitional,Focusing,The song was fun and sounded active. It could really get kids moving and thinking. It also had calming sounds in the background.,The ambient sounds make it sensory calming. Then you add the playful and light melody that repeats itself to create a grounding effect.,The steel drums add a variety of notes and the fast pace should make for a good play atmosphere.  The bass is steady which makes a good background for playing.,2,1,1
ants_song_combination_2253.wav,Stimulating,Playful,Focusing,Grounding,Sensory-Calming,Playful,Focusing,Playful,Stimulating,This song was playful and a bit mischievous. It could get kids' minds churning.,The lighthearted and playful melody have some repetitions which makes this grounding. You also have some ambient sounds that make this sensory calming.,"The melody is varied and high pitched, which can be seen as playful.  The water is smooth and steady, which is good lowering anxiety and focusing.",-1,1,2
ants_song_combination_2254.wav,Stimulating,Playful,Focusing,Sensory-Calming,Stimulating,Grounding,Playful,Stimulating,Sensory-Calming,The song was uplifting and fun. It almost sounded like mischievous ants climbing up a hill. It could help to activate kids and better the mood.,The ambient sounds make this sensory calming. The repetition makes this grounding and the lively sounds make it stimulating.,"This song has a lively rhythm that has a sweet and whimsical quality. At the same time, there is some softness that keeps the level of stimulation gentle. The simplicity of the song could also offer a sense of engagement without overload.",2,1,1
ants_song_combination_2301.wav,Soothing,Sensory-Calming,Grounding,Soothing,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Soothing,Focusing,I could not hear any melody here. There was only the sound of water in a stream or a brook. It was relaxing and calming.,"It is only running water, so it gives me an ASMR relaxing feeling.  This is good for when people want to be more tired and calm.",There is a calming and soothing element that you get from the water sounds. The predictability makes this something that can be used for focusing.,-1,-2,1
ants_song_combination_2302.wav,Grounding,Sensory-Calming,Soothing,Soothing,Grounding,Anxiety-Reduction,Soothing,Sensory-Calming,Anxiety-Reduction,The light and soft tones throughout made this soothing and calming. Ambient sounds added sensory calming.,The melody could not be made out. All I could hear was a whooshing sound which could be used to keep a calm environment or to relieve anxiety.,"The traffic gives me an ASMR feeling, so it's calming.  The low humming also creates a white noise, which is good to use for a quiet time like a nap time.",2,-1,-2
ants_song_combination_845.wav,Playful,Stimulating,Grounding,Transitional,Stimulating,Sensory-Calming,Stimulating,Playful,Transitional,The ants go marching song sounded a bit subdued. There was also a busy sounding song in the background. The babbling brook was a bit too loud.,You have ambient sounds that make this sensory calming. You have some playful and lively notes that jump around this piece and make it transitional and stimulating.,There is a lot going on and the fast pace of the music leads to feeling alert.  The fast water is also energizing.,-2,1,1
ants_song_combination_846.wav,Stimulating,Playful,Transitional,Transitional,Grounding,Stimulating,Stimulating,Transitional,Playful,The song sounded fun and motivating. There was a bit of a distracting melody underneath it but it could be ignored because it was not too loud.,The lively and loud sounds are stimulating and transitional. The repetition of the sounds make it grounding.,"The music is fast and hurried, so it should make people feel active.  It should be used for any activities and to keep people awake and focusing.",0,2,1
